ID,Material,Spec,Form,Condition,Thickness,Basis,Ftu_L,Ftu_LT,Ftu_ST,Fty_L,Fty_LT,Fty_ST,Fcy_L,Fcy_LT,Fcy_ST,Fsu LS,Fsu TS,Fsu SL,Fbru(ed=1.5)_L,Fbru(ed=1.5)_LT,Fbru(ed=1.5)_ST,Fbru(ed=2.0)_L,Fbru(ed=2.0)_LT,Fbru(ed=2.0)_ST,Fbry(ed=1.5)_L,Fbry(ed=1.5)_LT,Fbry(ed=1.5)_ST,Fbry(ed=2.0)_L,Fbry(ed=2.0)_LT,Fbry(ed=2.0)_ST,e_L,e_LT,e_ST,E_L Pri,E_LT Pri,E_ST Pri,E_L Sec,E_LT Sec,E_ST Sec,Ec_L Pri,Ec_LT Pri,Ec_ST Pri,Ec_L,Ec_LT,Ec_ST,G,v,density,Ref,Table,Material Desc,Form Desc
418,2050 T84 Plate,AMS4413,Plate,T84,1.501-2.00,A,72,73,71,67,65,61,67,68,69,42,42,36,108,114, ,140,148, ,87,90, ,102,105, ,9,7, ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 1.501-2.00
419,2050 T84 Plate,AMS4413,Plate,T84,1.501-2.00,B,75,75,74,71,69,66,72,73,73,44,43,37,111,117, ,144,152, ,93,95, ,108,112, , , , ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 1.501-2.00
420,2050 T84 Plate,AMS4413,Plate,T84,2.001-3.000,A,72,72,71,67,65,61,67,69,69,43,41,36,108,113, ,140,148, ,89,91, ,104,107, ,9,7, ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 2.001-3.000
421,2050 T84 Plate,AMS4413,Plate,T84,2.001-3.000,B,75,75,73,71,68,64,71,72,72,45,43,37,113,118, ,146,154, ,93,95, ,108,112, , , , ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 2.001-3.000
422,2050 T84 Plate,AMS4413,Plate,T84,3.001-4.00,A,71,72,70,67,65,61,67,69,69,44,42,36,112,114, ,144,149, ,92,93, ,107,110, ,9,7, ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 3.001-4.00
423,2050 T84 Plate,AMS4413,Plate,T84,3.001-4.00,B,75,75,73,71,68,63,71,72,72,46,44,37,116,119, ,150,156, ,96,97, ,112,115, , , , ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 3.001-4.00
424,2050 T84 Plate,AMS4413,Plate,T84,4.001-5.000,A,71,71,69,66,64,59,66,68,68,37,42,35,112,109, ,145,148, ,93,92, ,109,111, ,9,7, ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 4.001-5.000
425,2050 T84 Plate,AMS4413,Plate,T84,4.001-5.000,B,75,75,72,71,68,62,71,72,72,40,45,37,118,115, ,154,157, ,99,98, ,115,118, , , , ,10.9,10.9,10.5, , , ,11.3,11.3,11.3, , , ,3.9,0.33,0.102,MMPDS-04 CN-1,3.2.X.0b),2000 Series Wrought Aluminum Alloy,2050 T84 Plate T84 4.001-5.000
426,2098 T82P - Al-Li Sheet,AMS 4327,Sheet,T82P,0.025-0.3,ALCAN,73, , ,68, , , , , , , , , , , , , , , , , , , , ,,,,11, , , , , , , , , , , , , ,0.098,Alcan,,,2098 T82P - Al-Li Sheet T82P 0.025-0.3
427,2098 T82P - Al-Li Sheet,AMS 4327,Sheet,T82P,0.025-0.3,ALCAN,73, , ,68, , , , , , , , , , , , , , , , , , , , ,,,,11, , , , , , , , , , , , , ,0.098,Alcan,,,2098 T82P - Al-Li Sheet T82P 0.025-0.3
428,2124-T851 Plate,AMS-QQ-A-250/29,Plate,T851,1.00-1.500,A,66,66,64,57,57,55,57,57, , , , , , , , , , , , , , , , ,6,5,1.5,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 1.00-1.500
429,2124-T851 Plate,AMS-QQ-A-250/29,Plate,T851,1.00-1.500,B,69,68,66,63,62,60, , , , , , , , , , , , , , , , , , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 1.00-1.500
430,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,1.501-2.000,A,66,66,64,57,57,55,57,57,57,38,38,36,97,97, ,126,126, ,79,79, ,91,91, ,6,5,1.5,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 1.501-2.000
431,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,1.501-2.000,B,68,68,66,61,61,59, , , , , , , , , , , , , , , , , , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 1.501-2.000
432,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,2.001-3.000,A,65,65,63,57,57,55,56,57,58,38,38,36,96,96, ,125,125, ,80,80, ,92,92, ,6,4,1.5,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 2.001-3.000
433,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,2.001-3.000,B,68,68,64,61,61,59, , , , , , , , , , , , , , , , , , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 2.001-3.000
434,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,3.001-4.000,A,65,65,62,56,56,54,55,56,57,38,38,36,96,96, ,125,125, ,80,80, ,92,92, ,5,4,1.5,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 3.001-4.000
435,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,3.001-4.000,B,67,67,63,60,60,57, , , , , , , , , , , , , , , , , , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 3.001-4.000
436,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,4.001-5.00,A,64,64,61,55,55,53,53,55,57,37,37,35,94,94, ,123,123, ,79,79, ,92,92, ,5,4,1.5,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 4.001-5.00
437,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,4.001-5.00,B,66,66,62,58,58,55, , , , , , , , , , , , , , , , , , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 4.001-5.00
438,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,5.001-6.000,A,63,63,58,54,54,51,52,54,56,37,37,35,93,93, ,121,121, ,79,79, ,91,91, ,5,4,1.5,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 5.001-6.000
439,2124-T851 Plate,"AMS4101, AMS-QQ-A-250/29",Plate,T851,5.001-6.000,B,65,65,59,56,56,53, , , , , , , , , , , , , , , , , , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.1,MMPDS-04,3.2.12.0b),2000 Series Wrought Aluminum Alloy,2124-T851 Plate T851 5.001-6.000
440,2195 T8R78 - Al-Li Plates,,Plate,T8R78,0.5-2.25,ALCAN,60, , ,43, , , , , , , , , , , , , , , , , , , , ,18,,,11, , , , , , , , , , , , , ,0.098,Alcan,,,2195 T8R78 - Al-Li Plates T8R78 0.5-2.25
441,2196-T8511 Al-Li Extrusion,,Extrusion,T8511,0.00-0.245,ALCAN,76,67, ,69,58, , , , , , , , , , , , , , , , , , , ,6,,, , , , , , , , , , , , , , , , ,,,2196-T8511 Al-Li Extrusion T8511 0.00-0.245
442,2196-T8511 Al-Li Extrusion,,Extrusion,T8511,0.250-0.499,ALCAN,76,70, ,71,60, , , , , , , , , , , , , , , , , , , ,7,,, , , , , , , , , , , , , , , , ,,,2196-T8511 Al-Li Extrusion T8511 0.250-0.499
443,2196-T8511 Al-Li Extrusion,,Extrusion,T8511,0.500-0.999,ALCAN,78,73, ,71,65, , , , , , , , , , , , , , , , , , , ,5,,, , , , , , , , , , , , , , , , ,,,2196-T8511 Al-Li Extrusion T8511 0.500-0.999
444,2198 T8 - Al-Li Sheet,AMS 4412,Sheet,T8,0.055-0.126,ALCAN,68,67, ,60,59, , , , , , , , , , , , , , , , , , , ,8,9,, , , , , , , , , , , , , , , , ,,,2198 T8 - Al-Li Sheet T8 0.055-0.126
445,2198 T8 - Al-Li Sheet,AMS 4412,Sheet,T8,0.127-0.312,ALCAN,71,68, ,63,61, , , , , , , , , , , , , , , , , , , ,8,9,, , , , , , , , , , , , , , , , ,,,2198 T8 - Al-Li Sheet T8 0.127-0.312
446,2297 T87 Al-Li Plate,AMS 2772,Plate,T87,"<2.00""",ALCAN,64, , ,58, , , , , , , , , , , , , , , , , , , , ,,,, ,10.9, , , , ,11.3, , , , , , , ,0.096,Alcan,,,"2297 T87 Al-Li Plate T87 <2.00"""
447,2297 T87 Al-Li Plate,AMS 2772,Plate,T87,"3""",ALCAN,62, , ,57, , , , , , , , , , , , , , , , , , , , ,,,, ,10.9, , , , ,11.3, , , , , , , ,0.096,Alcan,,,"2297 T87 Al-Li Plate T87 3"""
448,2297 T87 Al-Li Plate,AMS 2772,Plate,T87,"4""",ALCAN,62, , ,57, , , , , , , , , , , , , , , , , , , , ,,,, ,10.9, , , , ,11.3, , , , , , , ,0.096,Alcan,,,"2297 T87 Al-Li Plate T87 4"""
449,2297 T87 Al-Li Plate,AMS 2772,Plate,T87,"5""",ALCAN,61, , ,56, , , , , , , , , , , , , , , , , , , , ,,,, ,10.9, , , , ,11.3, , , , , , , ,0.096,Alcan,,,"2297 T87 Al-Li Plate T87 5"""
450,2297 T87 Al-Li Plate,AMS 2772,Plate,T87,"6""",ALCAN,60, , ,55, , , , , , , , , , , , , , , , , , , , ,,,, ,10.9, , , , ,11.3, , , , , , , ,0.096,Alcan,,,"2297 T87 Al-Li Plate T87 6"""
451,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.032-0.062,S,59,59, ,44,39, ,38,42, ,40, , ,93, , ,117, , ,65, , ,76, , ,15,,,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.032-0.062
452,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.063-0.128,A,61,61, ,45,40, ,39,43, ,41, , ,97, , ,121, , ,67, , ,78, , ,15,,,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.063-0.128
453,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.063-0.128,B,62,62, ,47,42, ,41,45, ,42, , ,98, , ,123, , ,70, , ,82, , ,,,,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.063-0.128
454,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.129-0.249,A,62,62, ,45,40, ,39,43, ,42, , ,98, , ,123, , ,67, , ,78, , ,15,,,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.129-0.249
455,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.129-0.249,B,62,62, ,46,41, ,40,44, ,42, , ,98, , ,123, , ,69, , ,80, , ,, , ,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.129-0.249
456,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.250-0.310,A,62,62, ,45,40, ,39,43, ,42, , ,98, , ,123, , ,67, , ,78, , ,15,,,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.250-0.310
457,2524 T3 Al Alloy Sheet and Plate,AMS4296,Sheet and Plate,T3,0.250-0.310,B,63,63, ,46,41, ,40,44, ,43, , ,100, , ,125, , ,69, , ,80, , ,, , ,10.3, , ,9.8, , ,10.5, , ,10, , , ,0.35,0.1,MMPDS-02,3.2.13.0(b),2000 Series Wrought Aluminum Alloy,2524 T3 Al Alloy Sheet and Plate T3 0.250-0.310
458,5052 Aluminum Alloy Sheet and Plate,AMS4015,Sheet and Plate,O,".006-3.000""",S,25, , ,9.5, , , , , ,16, , , , , , , , , , , , , , , ,,,10.1, , , , , ,10.2, , , , , ,3.85,0.33,0.097,Mil Hdbk5-G,3.5.1.0 b1),2000 Series Wrought Aluminum Alloy,"5052 Aluminum Alloy Sheet and Plate O .006-3.000"""
459,5052 Aluminum Alloy Sheet and Plate,AMS4016,Sheet and Plate,H32,".017-2.000""",S,31,31, ,23,22, ,22,23, ,19, , ,50, , ,65, , ,32, , ,37, , ,,,,10.1, , , , , ,10.2, , , , , ,3.85,0.33,0.097,Mil Hdbk5-G,3.5.1.0 b1),2000 Series Wrought Aluminum Alloy,"5052 Aluminum Alloy Sheet and Plate H32 .017-2.000"""
460,5052 Aluminum Alloy Sheet and Plate,AMS4017,Sheet and Plate,H34,".009-1.000""",S,34,34, ,26,25, ,25,26, ,20, , ,54, , ,71, , ,37, , ,41, , ,,,,10.1, , , , , ,10.2, , , , , ,3.85,0.33,0.097,Mil Hdbk5-G,3.5.1.0 b1),2000 Series Wrought Aluminum Alloy,"5052 Aluminum Alloy Sheet and Plate H34 .009-1.000"""
461,5052 Aluminum Alloy Sheet and Plate,QQ-A-250/8,Sheet,H36,".006-.162""",S,37,37, ,29,29, , , , ,22, , ,59, , ,78, , ,41, , ,46, , ,,,,10.1, , , , , ,10.2, , , , , ,3.85,0.33,0.097,Mil Hdbk5-G,3.5.1.0 b1),2000 Series Wrought Aluminum Alloy,"5052 Aluminum Alloy Sheet and Plate H36 .006-.162"""
462,5052 Aluminum Alloy Sheet and Plate,QQ-A-250/8,Sheet,H38,".006-.128""",S,39,39, ,32,32, , , , ,23, , ,62, , ,82, , ,44, , ,51, , ,,,,10.1, , , , , ,10.2, , , , , ,3.85,0.33,0.097,Mil Hdbk5-G,3.5.1.0 b1),2000 Series Wrought Aluminum Alloy,"5052 Aluminum Alloy Sheet and Plate H38 .006-.128"""
463,6013 T6 Aluminum Alloy Sheet,"AMS 4216, 4347",Sheet,T6,.010-.062,S ,52,52, ,47,46, ,48,48, ,32, , ,85, , ,111, , ,66, , ,76, , ,8, ,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,MMPDS-03,3.6.1.0(b),6000 Series Wrought Aluminum Alloy,6013 T6 Aluminum Alloy Sheet T6 .010-.062
464,6013 T6 Aluminum Alloy Sheet,"AMS 4216, 4347",Sheet,T6,0.063-0.125,S ,52,52, ,47,46, ,48,48, ,32, , ,85, , ,111, , ,69, , ,80, , ,8, ,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,MMPDS-03,3.6.1.0(b),6000 Series Wrought Aluminum Alloy,6013 T6 Aluminum Alloy Sheet T6 0.063-0.125
465,6013 T6 Aluminum Alloy Sheet,"AMS 4216, 4347",Sheet,T6,0.126-0.249,S ,52,52, ,48,46, ,48,49, ,32, , ,85, , ,111, , ,71, , ,82, , ,8, ,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,MMPDS-03,3.6.1.0(b),6000 Series Wrought Aluminum Alloy,6013 T6 Aluminum Alloy Sheet T6 0.126-0.249
466,6061 Aluminum Alloy Sheet,"AMS4026, QQ-A-250/11",Sheet,T4,".010-.249""",A, ,30, , ,16, , ,16, ,20, , ,48, , ,63, , ,22, , ,26, , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Sheet T4 .010-.249"""
467,6061 Aluminum Alloy Sheet,"AMS4026, QQ-A-250/11",Sheet,T4,".010-.249""",B, ,32, , ,18, , ,18, ,21, , ,51, , ,67, , ,25, , ,29, , ,, , ,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Sheet T4 .010-.249"""
468,6061 Aluminum Alloy Sheet,QQ-A-250/11,Sheet,T42,".010-.249""",S, ,30, , ,14, , , , , , , , , , , , , , , , , , , , , ,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Sheet T42 .010-.249"""
469,6061 Aluminum Alloy Sheet,"AMS4025, AMS4027, QQ-A-250/11",Sheet,"T6, T62",".010-.249""",A,42,42, ,36,35, ,35,36, ,27, , ,67, , ,88, , ,50, , ,58, , ,, ,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Sheet T6, T62 .010-.249"""
470,6061 Aluminum Alloy Sheet,"AMS4025, AMS4027, QQ-A-250/11",Sheet,"T6, T62",".010-.249""",B,43,43, ,38,37, ,37,38, ,28, , ,69, , ,90, , ,53, , ,61, , ,, , ,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Sheet T6, T62 .010-.249"""
471,6061 Aluminum Alloy Plate,"AMS4026, QQ-A-250/11",Plate,T451,".250-2.000""",A, ,30, , ,16, , ,16, ,20, , ,48, , ,63, , ,22, , ,26, , ,, ,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T451 .250-2.000"""
472,6061 Aluminum Alloy Plate,"AMS4026, QQ-A-250/11",Plate,T451,".250-2.000""",B, ,32, , ,18, , ,18, ,21, , ,51, , ,67, , ,25, , ,29, , ,, , ,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T451 .250-2.000"""
473,6061 Aluminum Alloy Plate,"AMS4026, QQ-A-250/11",Plate,T451,"2.001-3.000""",A, ,30, , ,16, , , , , , , , , , , , , , , , , , , , ,16,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T451 2.001-3.000"""
474,6061 Aluminum Alloy Plate,"AMS4026, QQ-A-250/11",Plate,T451,"2.001-3.000""",B, ,32, , ,18, , , , , , , , , , , , , , , , , , , ,, , ,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T451 2.001-3.000"""
475,6061 Aluminum Alloy Plate,QQ-A-250/11,Plate,T42,".250-1.000""",S, ,30, , ,14, , , , , , , , , , , , , , , , , , , , ,18,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T42 .250-1.000"""
476,6061 Aluminum Alloy Plate,QQ-A-250/11,Plate,T42,"1.001-3.000""",S, ,30, , ,14, , , , , , , , , , , , , , , , , , , , ,16,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T42 1.001-3.000"""
477,6061 Aluminum Alloy Plate,"AMS4025, AMS4027, QQ-A-250/11",Plate,"T651, T62",".250-2.000""",A,42,42, ,36,35, ,35,36, ,27, , ,67, , ,88, , ,50, , ,58, , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T651, T62 .250-2.000"""
478,6061 Aluminum Alloy Plate,"AMS4025, AMS4027, QQ-A-250/11",Plate,"T651, T62",".250-2.000""",B,43,43, ,38,37, ,37,38, ,28, , ,69, , ,90, , ,53, , ,61, , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T651, T62 .250-2.000"""
479,6061 Aluminum Alloy Plate,"AMS4025, AMS4027, QQ-A-250/11",Plate,"T651, T62","2.001-3.000""",A, ,42, , ,35, , , , , , , , , , , , , , , , , , , , ,6,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T651, T62 2.001-3.000"""
480,6061 Aluminum Alloy Plate,"AMS4025, AMS4027, QQ-A-250/11",Plate,"T651, T62","2.001-3.000""",B, ,43, , ,37, , , , , , , , , , , , , , , , , , , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T651, T62 2.001-3.000"""
481,6061 Aluminum Alloy Plate,"AMS4025, AMS4027, QQ-A-250/11",Plate,"T651, T62","3.001-4.000""",S, ,42, , ,35, , , , , , , , , , , , , , , , , , , , ,6,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T651, T62 3.001-4.000"""
482,6061 Aluminum Alloy Plate,"AMS4025, AMS4027, QQ-A-250/11",Plate,"T651, T62","4.001-6.000""",S, ,40, , ,35, , , , , , , , , , , , , , , , , , , , ,6,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 b2),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Plate T651, T62 4.001-6.000"""
483,6061 Aluminum Alloy Tube and Pipe,WW-T-700/6,Drawn Tubing,T4,".025-.500""",S,30, , ,16, , ,14, , ,20, , ,48, , ,63, , ,22, , ,26, , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 c1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Tube and Pipe T4 .025-.500"""
484,6061 Aluminum Alloy Tube and Pipe,WW-T-700/6,Drawn Tubing,T42,".025-.500""",S,30, , ,14, , , , , , , , , , , , , , , , , , , , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 c1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Tube and Pipe T42 .025-.500"""
485,6061 Aluminum Alloy Tube and Pipe,"AMS4080, AMS4082, WW-T-700/6",Drawn Tubing,"T6, T62",".025-.500""",S,42, , ,35, , ,34, , ,27, , ,67, , ,88, , ,49, , ,56, , ,,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 c1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Tube and Pipe T6, T62 .025-.500"""
486,6061 Aluminum Alloy Tube and Pipe,MIL-P-25995,Pipe,T6,".049-.154""",S,42, , ,35, , ,34, , ,27, , ,67, , ,88, , ,49, , ,56, , ,12,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 c1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Tube and Pipe T6 .049-.154"""
487,6061 Aluminum Alloy Tube and Pipe,MIL-P-25995,Pipe,T6,".065-.687""",S,38, , ,35, , ,34, , ,24, , ,61, , ,80, , ,49, , ,56, , ,10,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 c1),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Tube and Pipe T6 .065-.687"""
488,"6061 Aluminum Alloy Rolled, Drawn, or Cold-Finished Bar, Rod, and Shapes","AMS4116, QQ-A-225/8","Rolled, drawn, or cold-finished rod and special shapes",T4,"<=8.000""",S,30, , ,16, , ,14, , ,20, , ,48, , ,63, , ,22, , ,26, , ,18,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 d),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Rolled, Drawn, or Cold-Finished Bar, Rod, and Shapes T4 <=8.000"""
489,"6061 Aluminum Alloy Rolled, Drawn, or Cold-Finished Bar, Rod, and Shapes","AMS4128, QQ-A-225/8","Rolled, drawn, or cold-finished rod and special shapes",T451,".500-8.000""",S,30, , ,16, , ,14, , ,20, , ,48, , ,63, , ,22, , ,26, , ,18,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 d),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Rolled, Drawn, or Cold-Finished Bar, Rod, and Shapes T451 .500-8.000"""
490,"6061 Aluminum Alloy Rolled, Drawn, or Cold-Finished Bar, Rod, and Shapes",QQ-A-225/8,"Rolled, drawn, or cold-finished rod and special shapes",T42,"<=8.000""",S,30, , ,14, , , , , , , , , , , , , , , , , , , , ,18,,,9.9, , , , , ,10.1, , , , , ,3.8,0.33,0.098,Mil Hdbk5-G,3.6.2.0 d),2000 Series Wrought Aluminum Alloy,"6061 Aluminum Alloy Rolled, Drawn, or Cold-Finished Bar, Rod, and Shapes T42 <=8.000"""
